2026-06-15 23:13:19,915 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:49,212 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:51,159 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:51,171 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:51,192 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:53,178 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:53,183 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:54,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:55,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:55,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:56,178 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:57,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:57,184 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:58,275 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:58,305 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:31:59,178 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:00,261 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:01,185 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:01,218 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:03,176 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:03,183 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:04,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:05,195 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:05,203 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:06,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:07,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:07,184 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:09,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:09,184 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:09,205 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:11,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:11,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:11,207 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:13,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:13,182 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:14,177 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:15,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:15,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:16,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:17,182 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:19,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:19,210 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:21,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:23,171 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:24,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:25,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:27,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:29,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:29,205 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:31,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:33,179 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:34,181 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:35,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:37,182 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:39,166 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:39,195 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:41,178 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:42,264 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:43,264 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:44,245 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:44,384 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:46,256 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:49,183 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:50,180 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:51,042 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:52,249 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:54,247 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:54,269 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:32:56,249 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:52:09,857 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-06-29 02:52:09,989 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-06-29 02:52:09,989 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-29 02:53:02,564 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,577 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,602 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,609 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,613 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,615 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,620 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:02,628 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:04,809 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:04,835 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:06,809 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:08,811 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:09,811 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:53:10,810 | ERROR | [system] | Database read failure on user directory index: 'DatabaseManager' object has no attribute '_get_connection'
2026-06-29 02:53:10,810 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:56:39,818 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-06-29 02:56:39,954 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-06-29 02:56:39,954 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-29 02:57:13,732 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:13,760 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:15,728 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:17,732 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:18,727 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:19,730 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:21,731 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:23,730 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:23,761 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:23,918 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:23,954 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:25,278 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:25,314 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:27,280 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:29,281 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 02:57:30,280 | ERROR | [system] | Failed to fetch historical alerts from persistence cache: column "location" does not exist
LINE 2: ...                       SELECT timestamp, node_id, location, ...
                                                             ^

2026-06-29 03:03:21,877 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-06-29 03:03:21,993 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-06-29 03:03:22,004 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-29 03:04:14,164 | ERROR | [system] | Database read failure on user directory index: 'DatabaseManager' object has no attribute '_get_connection'
2026-06-29 03:08:20,051 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-06-29 03:08:20,187 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-06-29 03:08:20,187 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-30 22:02:22,501 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-06-30 22:02:22,722 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-06-30 22:02:22,724 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-30 22:03:38,521 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:03:43,588 | WARNING | [system] | [TICKET 5 ANTI-FREEZE]: Resource emergency triggered on Docker_Production_Container. CPU: 10.2%, RAM: 95.0%
2026-06-30 22:03:43,641 | WARNING | [system] | [TICKET 5 ANTI-FREEZE]: Targeting process 'pgadmin4.exe' (PID: 43012) to clear capacity spikes.
2026-06-30 22:03:43,659 | INFO | [system] | [TICKET 5 SUCCESS]: Anti-Freeze Guard automatically terminated process 'pgadmin4.exe' (PID: 43012) consuming CPU: 0.0%, RAM: 5.71% on node: Docker_Production_Container
2026-06-30 22:03:43,661 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:03:48,707 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:03:53,750 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:03:58,791 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:03,843 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:08,905 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:13,948 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:18,990 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:22,803 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:24,050 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:27,876 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:29,103 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:32,927 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:34,143 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:37,976 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:39,186 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:43,023 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:44,230 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:47,907 | ERROR | [system] | Database read failure on user directory index: 'DatabaseManager' object has no attribute '_get_connection'
2026-06-30 22:04:48,079 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:49,279 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:53,129 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:54,328 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:58,193 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:04:59,372 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:03,249 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:04,415 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:08,290 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:09,462 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:13,346 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:14,513 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:18,391 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:19,581 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:23,446 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:24,626 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:28,489 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:29,676 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:33,545 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:34,719 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:38,600 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:39,768 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:43,649 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:44,814 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:48,698 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:49,873 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:53,749 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:54,914 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:58,795 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:05:59,964 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:03,845 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:05,018 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:08,891 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:10,060 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:13,946 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:15,119 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:19,012 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:20,162 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:24,053 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:25,213 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:29,115 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:30,278 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:34,153 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-06-30 22:06:35,320 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:40:52,615 | INFO | [system] | PostgreSQL Thread-Safe Connection Pool initialized successfully.
2026-07-01 12:40:53,060 | INFO | [system] | Running locally on Windows: Database initialization bypassed to prevent hanging.
2026-07-01 12:40:53,060 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-07-01 12:44:32,878 | WARNING | [system] | [SECURITY AUDIT] Unauthorized login attempt vector targeted user: admin
2026-07-01 12:45:10,388 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:15,474 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:20,596 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:25,667 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:30,744 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:32,987 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:35,837 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
2026-07-01 12:45:38,087 | ERROR | [system] | Failed to persist Agent metrics: name 'check_alerts' is not defined
