2026-05-27 15:08:53,762 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 17:10:51,411 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-27 17:10:51,412 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.4%
2026-05-27 17:10:51,413 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.2%
2026-05-27 17:10:53,540 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.8%
2026-05-27 17:10:53,630 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.9%
2026-05-27 17:10:53,729 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.3%
2026-05-27 17:11:02,512 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-27 17:11:02,514 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.3%
2026-05-27 17:11:02,515 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 17:11:03,143 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.3%
2026-05-27 17:11:03,230 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 17:11:03,336 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.3%
2026-05-27 17:11:07,104 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-27 17:11:07,186 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.7%
2026-05-27 17:11:07,255 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-27 17:11:07,790 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-27 17:11:07,905 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.6%
2026-05-27 17:11:08,010 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.3%
2026-05-27 17:11:16,083 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 17:11:16,083 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.9%
2026-05-27 17:11:16,084 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.1%
2026-05-27 17:11:18,239 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-27 17:11:18,341 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.7%
2026-05-27 17:11:18,445 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-27 17:11:28,641 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-27 17:11:28,642 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.9%
2026-05-27 17:11:28,644 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 17:11:30,061 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-27 17:11:30,142 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 17:11:30,223 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.0%
2026-05-27 17:11:33,047 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.2%
2026-05-27 17:11:33,133 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 17:11:33,203 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-27 17:11:34,122 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.6%
2026-05-27 17:11:34,239 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.6%
2026-05-27 17:11:34,308 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.8%
2026-05-27 17:11:40,543 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 17:11:40,543 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.8%
2026-05-27 17:11:40,544 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.4%
2026-05-27 17:11:42,419 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-27 17:11:42,518 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.4%
2026-05-27 17:11:42,587 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.9%
2026-05-27 17:11:54,031 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-27 17:11:54,032 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 17:11:54,033 | WARNING | alerts | server-3 - HIGH CPU USAGE: 100.0%
2026-05-27 17:11:54,034 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 17:11:55,532 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 17:11:55,664 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 17:11:55,786 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-27 17:11:59,590 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.2%
2026-05-27 17:11:59,657 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:11:59,752 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 17:12:00,371 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.6%
2026-05-27 17:12:00,482 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.4%
2026-05-27 17:12:00,556 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.1%
2026-05-27 17:12:05,152 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 17:12:05,152 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 17:12:05,153 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.8%
2026-05-27 17:12:42,289 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-27 17:12:42,290 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.4%
2026-05-27 17:12:42,294 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.2%
2026-05-27 17:13:42,222 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-27 17:13:42,225 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.8%
2026-05-27 17:13:42,226 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.7%
2026-05-27 17:14:42,271 | WARNING | alerts | server-2 - HIGH CPU USAGE: 100.0%
2026-05-27 17:14:42,273 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 17:15:42,238 | WARNING | alerts | server-1 - HIGH CPU USAGE: 96.6%
2026-05-27 17:15:42,240 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-27 17:16:27,316 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.5%
2026-05-27 17:16:29,747 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 17:16:51,519 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.8%
2026-05-27 17:16:51,519 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 17:16:53,821 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.0%
2026-05-27 17:16:53,822 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:16:53,828 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 17:16:53,899 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 17:16:54,000 | WARNING | alerts | server-3 - HIGH CPU USAGE: 99.5%
2026-05-27 17:16:54,095 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-27 17:16:57,886 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.4%
2026-05-27 17:16:58,053 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-27 17:16:59,714 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 17:17:02,175 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.5%
2026-05-27 17:17:02,358 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:17:02,475 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.6%
2026-05-27 17:17:15,788 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.8%
2026-05-27 17:17:20,651 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 17:17:21,778 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.7%
2026-05-27 17:17:21,885 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 17:17:25,114 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.7%
2026-05-27 17:17:25,176 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.0%
2026-05-27 17:17:26,257 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-27 17:17:27,347 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.9%
2026-05-27 17:17:27,523 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.2%
2026-05-27 17:17:27,639 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 17:17:39,684 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-27 17:17:45,648 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:17:45,649 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-27 17:17:47,531 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.9%
2026-05-27 17:17:51,695 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.2%
2026-05-27 17:17:53,308 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.1%
2026-05-27 17:17:53,444 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-27 17:17:53,460 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.7%
2026-05-27 17:17:53,722 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.2%
2026-05-27 17:18:03,576 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 17:18:03,577 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.3%
2026-05-27 17:18:10,914 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.7%
2026-05-27 17:18:10,915 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.1%
2026-05-27 17:18:12,148 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 17:18:12,235 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.1%
2026-05-27 17:18:12,312 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.8%
2026-05-27 17:18:17,581 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-27 17:18:17,582 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 17:18:19,930 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 17:18:19,933 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 17:18:20,038 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.2%
2026-05-27 17:18:20,102 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-27 17:18:34,015 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.1%
2026-05-27 17:18:36,210 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-27 17:18:37,143 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-28 17:46:32,138 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.7%
2026-05-28 17:46:32,139 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.9%
2026-05-28 17:46:32,141 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-28 17:46:34,725 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.9%
2026-05-28 17:46:34,821 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.7%
2026-05-28 17:46:34,883 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.0%
2026-05-28 17:46:34,929 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.0%
2026-05-28 17:46:35,137 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.3%
2026-05-28 17:46:35,236 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.4%
2026-05-28 17:46:56,846 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.2%
2026-05-28 17:46:56,848 | WARNING | alerts | server-2 - HIGH CPU USAGE: 97.1%
2026-05-28 17:46:56,849 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.7%
2026-05-28 17:46:56,849 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-28 17:46:59,036 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.7%
2026-05-28 17:46:59,118 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.7%
2026-05-28 17:46:59,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.1%
2026-05-28 17:47:01,021 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-28 17:47:01,161 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.1%
2026-05-28 17:47:01,235 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.3%
2026-05-28 17:47:02,083 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.4%
2026-05-28 17:47:02,149 | WARNING | alerts | server-2 - HIGH RAM USAGE: 94.4%
2026-05-28 17:47:02,315 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.7%
2026-05-28 17:47:05,401 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.4%
2026-05-28 17:47:05,639 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.7%
2026-05-28 17:47:05,749 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.6%
2026-05-28 17:47:07,221 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.7%
2026-05-28 17:47:07,348 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.4%
2026-05-28 17:47:07,430 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.5%
2026-05-28 17:47:21,810 | WARNING | alerts | server-1 - HIGH RAM USAGE: 94.0%
2026-05-28 17:47:21,812 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.6%
2026-05-28 17:47:21,813 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.4%
2026-05-28 17:47:25,002 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.7%
2026-05-28 17:47:25,002 | WARNING | alerts | server-2 - HIGH CPU USAGE: 100.0%
2026-05-28 17:47:25,003 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.4%
2026-05-28 17:47:25,003 | WARNING | alerts | server-3 - HIGH CPU USAGE: 100.0%
2026-05-28 17:47:25,005 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-28 17:47:29,743 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.3%
2026-05-28 17:47:29,743 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.6%
2026-05-28 17:47:29,745 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-28 17:47:30,442 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.2%
2026-05-28 17:47:30,522 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.2%
2026-05-28 17:47:30,613 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.9%
2026-05-28 17:47:33,440 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.8%
2026-05-28 17:47:33,496 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.2%
2026-05-28 17:47:33,496 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.9%
2026-05-28 17:47:33,645 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.3%
2026-05-28 17:47:33,676 | WARNING | alerts | server-3 - HIGH RAM USAGE: 94.6%
2026-05-28 17:47:33,723 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.2%
2026-05-28 17:47:45,339 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-28 17:47:45,340 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.5%
2026-05-28 17:47:45,340 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.1%
2026-05-28 17:47:48,346 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.4%
2026-05-28 17:47:48,347 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.3%
2026-05-28 17:47:48,347 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-28 17:47:56,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-28 17:47:56,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.9%
2026-05-28 17:47:56,195 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.3%
2026-05-28 17:47:58,416 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.9%
2026-05-28 17:47:58,417 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.5%
2026-05-28 17:47:58,419 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.9%
2026-05-28 17:48:00,693 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.1%
2026-05-28 17:48:00,847 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.7%
2026-05-28 17:48:00,847 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-28 17:48:00,881 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.3%
2026-05-28 17:48:00,881 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.6%
2026-05-28 17:48:01,017 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-28 17:48:08,981 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.1%
2026-05-28 17:48:08,981 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.0%
2026-05-28 17:48:08,983 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-28 17:48:11,726 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.3%
2026-05-28 17:48:11,726 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.6%
2026-05-28 17:48:11,728 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-28 17:48:20,260 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-28 17:48:20,260 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-28 17:48:20,261 | WARNING | alerts | server-3 - HIGH RAM USAGE: 94.6%
2026-05-28 17:48:23,759 | WARNING | alerts | server-1 - HIGH RAM USAGE: 94.7%
2026-05-28 17:48:23,759 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.5%
2026-05-28 17:48:23,761 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.7%
2026-05-28 17:48:26,802 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.1%
2026-05-28 17:48:26,802 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.0%
2026-05-28 17:48:26,803 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.2%
2026-05-28 17:48:27,253 | WARNING | alerts | server-1 - HIGH RAM USAGE: 93.6%
2026-05-28 17:48:27,346 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.1%
2026-05-28 17:48:27,477 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.4%
2026-05-28 17:48:33,068 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.7%
2026-05-28 17:48:33,070 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.0%
2026-05-28 17:48:33,071 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.7%
2026-05-28 17:48:35,438 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-28 17:48:35,439 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-28 17:48:35,440 | WARNING | alerts | server-3 - HIGH CPU USAGE: 99.7%
2026-05-28 17:48:35,442 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.9%
2026-05-28 17:48:44,028 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.4%
2026-05-28 17:48:44,030 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.7%
2026-05-28 17:48:44,031 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-28 17:48:47,707 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-28 17:48:47,707 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-28 17:48:47,708 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.6%
2026-05-28 17:48:52,765 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.1%
2026-05-28 17:48:52,767 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.9%
2026-05-28 17:48:52,767 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.1%
2026-05-28 17:48:53,184 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.3%
2026-05-28 17:48:53,268 | WARNING | alerts | server-2 - HIGH RAM USAGE: 93.5%
2026-05-28 17:48:53,346 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-28 17:48:57,656 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.8%
2026-05-28 17:48:57,657 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-28 17:48:57,659 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.8%
2026-05-28 17:48:59,573 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.8%
2026-05-28 17:48:59,636 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.9%
2026-05-28 17:48:59,714 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.0%
2026-05-28 17:49:07,978 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-28 17:49:07,980 | WARNING | alerts | server-2 - HIGH RAM USAGE: 92.2%
2026-05-28 17:49:07,980 | WARNING | alerts | server-3 - HIGH RAM USAGE: 93.0%
2026-05-28 17:49:11,526 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.8%
2026-05-28 17:49:11,526 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-28 17:49:11,527 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.6%
2026-05-28 17:49:19,131 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.9%
2026-05-28 17:49:19,132 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.7%
2026-05-28 17:49:19,133 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.1%
2026-05-28 17:49:20,049 | WARNING | alerts | server-1 - HIGH CPU USAGE: 87.1%
2026-05-28 17:49:20,169 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.6%
2026-05-28 17:49:20,259 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.7%
2026-05-28 17:49:20,336 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.7%
2026-05-28 17:49:23,763 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.3%
2026-05-28 17:49:23,881 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.2%
2026-05-28 17:49:23,968 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.7%
2026-05-28 17:49:25,431 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.4%
2026-05-28 17:49:25,534 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.6%
2026-05-28 17:49:25,612 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.9%
2026-05-28 17:49:31,546 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.0%
2026-05-28 17:49:31,546 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.2%
2026-05-28 17:49:31,547 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.3%
2026-05-28 17:49:35,316 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-28 17:49:35,316 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-28 17:49:35,317 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.1%
2026-05-28 17:49:45,026 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-28 17:49:45,027 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.9%
2026-05-28 17:49:46,826 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-28 17:49:46,893 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-28 17:49:46,970 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.5%
2026-05-28 17:49:50,121 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.3%
2026-05-28 17:49:50,197 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.1%
2026-05-28 17:49:50,197 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-28 17:49:50,199 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.8%
2026-05-28 17:49:50,199 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.3%
2026-05-28 17:49:55,305 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-28 17:49:55,305 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-28 17:49:55,306 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-28 17:49:58,967 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-28 17:49:58,967 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.8%
2026-05-28 17:49:58,968 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-28 17:50:10,137 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.6%
2026-05-28 17:50:10,137 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.7%
2026-05-28 17:50:13,239 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.0%
2026-05-28 17:50:13,241 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-28 17:50:13,242 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.5%
2026-05-28 17:50:17,226 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-28 17:50:17,226 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.8%
2026-05-28 17:50:17,959 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-28 17:50:18,038 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.2%
2026-05-28 17:50:18,118 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-28 17:50:20,319 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-28 17:50:20,432 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-28 17:50:23,228 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-28 17:50:23,384 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-28 17:50:33,772 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-28 17:50:33,773 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-28 17:50:36,988 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.6%
2026-05-28 17:50:36,988 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-28 17:50:36,990 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.2%
2026-05-28 17:50:45,494 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-28 17:50:45,496 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
